Compound,k2,log_k2,Source,Notes,SMILES
T0252 + TCO,19050542381.59754,10.279907344840073,Svatunek computational data,Calculated from ΔG‡ = 14.35 kJ/mol,c1c(O)cccc1c2nnc(c1c(O)cccc1)nn2
T1389 + TCO,18906411960.69497,10.276609116707299,Svatunek computational data,Calculated from ΔG‡ = 14.36 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1cnccc1)nn2
T0667 + TCO,18872938736.651833,10.2758395301459,Svatunek computational data,Calculated from ΔG‡ = 14.37 kJ/mol,c1sccc1c2nncnn2
T1260 + TCO,18868161688.31702,10.275729589221056,Svatunek computational data,Calculated from ΔG‡ = 14.37 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(C(C)=C)nn2
T0730 + TCO,18868161688.31702,10.275729589221056,Svatunek computational data,Calculated from ΔG‡ = 14.37 kJ/mol,o1cccc1c2nnc(C#C)nn2
T0384 + TCO,18758622670.088684,10.273200947649679,Svatunek computational data,Calculated from ΔG‡ = 14.38 kJ/mol,C=Cc2nnc(Cl)nn2
T1234 + TCO,18744381934.413876,10.272871124837652,Svatunek computational data,Calculated from ΔG‡ = 14.39 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccccc1)nn2
T0064 + TCO,18739637424.821957,10.27276118388781,Svatunek computational data,Calculated from ΔG‡ = 14.39 kJ/mol,c1ccncc1c2nnc(c1ccccc1)nn2
T1284 + TCO,18654441323.161297,10.270782247003146,Svatunek computational data,Calculated from ΔG‡ = 14.4 kJ/mol,CC(=O)Nc2nnc(c1ccccc1)nn2
T0481 + TCO,18593151791.95883,10.269353014830191,Svatunek computational data,Calculated from ΔG‡ = 14.41 kJ/mol,COc2nnc(c1ncncn1)nn2
T1160 + TCO,18579036674.62382,10.269023192018164,Svatunek computational data,Calculated from ΔG‡ = 14.41 kJ/mol,CC(=O)c2nnc(SC)nn2
T0379 + TCO,18579036674.62382,10.269023192018164,Svatunek computational data,Calculated from ΔG‡ = 14.41 kJ/mol,C=Cc2nncnn2
T0756 + TCO,18574334016.621056,10.268913251068323,Svatunek computational data,Calculated from ΔG‡ = 14.41 kJ/mol,c1occc1c2nnc(c1cncnc1)nn2
T0591 + TCO,18536755583.608383,10.268033723582082,Svatunek computational data,Calculated from ΔG‡ = 14.41 kJ/mol,COC(=C)c2nnc(/C=C/c1ccccc1)nn2
T1218 + TCO,18373241807.674873,10.264185790762594,Svatunek computational data,Calculated from ΔG‡ = 14.44 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2
T0753 + TCO,18373241807.146095,10.264185790750096,Svatunek computational data,Calculated from ΔG‡ = 14.44 kJ/mol,c1occc1c2nnc(c1ccncc1)nn2
T0981 + TCO,18165127418.831272,10.259238448557182,Svatunek computational data,Calculated from ΔG‡ = 14.46 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(C(C)=C)nn2
T0459 + TCO,18096281129.83086,10.257589334497045,Svatunek computational data,Calculated from ΔG‡ = 14.47 kJ/mol,c1ccccc1/C=C/c2nnc(CF)nn2
T1089 + TCO,18073390400.002605,10.257039629810333,Svatunek computational data,Calculated from ΔG‡ = 14.48 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(I)nn2
T1029 + TCO,18009450282.979557,10.255500456700036,Svatunek computational data,Calculated from ΔG‡ = 14.49 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1cocc1)nn2
T0564 + TCO,17995778286.087547,10.255170633875508,Svatunek computational data,Calculated from ΔG‡ = 14.49 kJ/mol,COC(=C)c2nnc(CC)nn2
T0029 + TCO,17982116668.90265,10.254840811063481,Svatunek computational data,Calculated from ΔG‡ = 14.49 kJ/mol,Ic2nncnn2
T0693 + TCO,17891303885.84863,10.25264199231663,Svatunek computational data,Calculated from ΔG‡ = 14.5 kJ/mol,c1sccc1c2nnc(C#C)nn2
T0445 + TCO,17886775305.29064,10.252532051391787,Svatunek computational data,Calculated from ΔG‡ = 14.5 kJ/mol,c1ccccc1/C=C/c2nnc(c1ncccc1)nn2
T0427 + TCO,17886775304.26109,10.252532051366789,Svatunek computational data,Calculated from ΔG‡ = 14.5 kJ/mol,c1ccccc1C#Cc2nnc(c1c(O)cccc1)nn2
T1312 + TCO,17832521657.083813,10.251212760131178,Svatunek computational data,Calculated from ΔG‡ = 14.51 kJ/mol,CC(=O)Nc2nnc(c1cscc1)nn2
T0415 + TCO,17769433684.984344,10.249673586983384,Svatunek computational data,Calculated from ΔG‡ = 14.52 kJ/mol,c1ccccc1C#Cc2nnc(c1ccccc1)nn2
T1341 + TCO,17760439356.474285,10.249453705121198,Svatunek computational data,Calculated from ΔG‡ = 14.52 kJ/mol,c1(NC)ccccc1c2nnc(c1cncnc1)nn2
T0954 + TCO,17711051863.657257,10.248244354810431,Svatunek computational data,Calculated from ΔG‡ = 14.53 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(I)nn2
T0984 + TCO,17711051863.657257,10.248244354810431,Svatunek computational data,Calculated from ΔG‡ = 14.53 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1occc1)nn2
T1211 + TCO,17666273327.187603,10.247144945424505,Svatunek computational data,Calculated from ΔG‡ = 14.53 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(C(C)=C)nn2
T0636 + TCO,17639460566.585266,10.24648529981295,Svatunek computational data,Calculated from ΔG‡ = 14.54 kJ/mol,s1cccc1c2nnc(Cl)nn2
T1233 + TCO,17639460566.585266,10.24648529981295,Svatunek computational data,Calculated from ΔG‡ = 14.54 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(I)nn2
T1214 + TCO,17639460566.07761,10.246485299800451,Svatunek computational data,Calculated from ΔG‡ = 14.54 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1occc1)nn2
T1118 + TCO,17608230440.72353,10.245715713239054,Svatunek computational data,Calculated from ΔG‡ = 14.54 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1cscc1)nn2
T0080 + TCO,17559266204.1437,10.244506362928286,Svatunek computational data,Calculated from ΔG‡ = 14.55 kJ/mol,n1cccnc1c2nnc(C)nn2
T0983 + TCO,17479436429.70886,10.24252742604362,Svatunek computational data,Calculated from ΔG‡ = 14.56 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1cscc1)nn2
T1263 + TCO,17452907237.917946,10.241867780419566,Svatunek computational data,Calculated from ΔG‡ = 14.56 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1occc1)nn2
T0867 + TCO,17452907237.917946,10.241867780419566,Svatunek computational data,Calculated from ΔG‡ = 14.56 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(Cl)nn2
T1119 + TCO,17399969586.75406,10.240548489183954,Svatunek computational data,Calculated from ΔG‡ = 14.57 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1occc1)nn2
T0645 + TCO,17342801646.436485,10.239119256998501,Svatunek computational data,Calculated from ΔG‡ = 14.58 kJ/mol,s1cccc1c2nnc(c1cncnc1)nn2
T0512 + TCO,17307714772.334225,10.238239729499762,Svatunek computational data,Calculated from ΔG‡ = 14.58 kJ/mol,CSc2nnc(c1ncncn1)nn2
T0631 + TCO,17268326881.260654,10.23725026105118,Svatunek computational data,Calculated from ΔG‡ = 14.59 kJ/mol,s1cccc1c2nncnn2
T1399 + TCO,17202879488.81416,10.235601146991042,Svatunek computational data,Calculated from ΔG‡ = 14.6 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1c(O)cccc1)nn2
T0253 + TCO,17198525158.699192,10.2354912060412,Svatunek computational data,Calculated from ΔG‡ = 14.6 kJ/mol,c1c(O)cccc1c2nnc(c1cc(O)ccc1)nn2
T1050 + TCO,17189819806.130928,10.235271324179013,Svatunek computational data,Calculated from ΔG‡ = 14.6 kJ/mol,c1cc(OC)ccc1c2nnc(c1cncnc1)nn2
T0393 + TCO,17181118858.949406,10.23505144229183,Svatunek computational data,Calculated from ΔG‡ = 14.6 kJ/mol,C=Cc2nnc(c1cncnc1)nn2
T0428 + TCO,17146359091.3738,10.23417191479309,Svatunek computational data,Calculated from ΔG‡ = 14.61 kJ/mol,c1ccccc1C#Cc2nnc(c1cc(O)ccc1)nn2
T1184 + TCO,17120335423.466665,10.233512269169035,Svatunek computational data,Calculated from ΔG‡ = 14.61 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(I)nn2
T0108 + TCO,17116001986.60448,10.233402328219194,Svatunek computational data,Calculated from ΔG‡ = 14.61 kJ/mol,c1ncncc1c2nnc(CC)nn2
T0219 + TCO,17098679207.477533,10.232962564482323,Svatunek computational data,Calculated from ΔG‡ = 14.61 kJ/mol,c1(O)ccccc1c2nnc(c1ccccc1)nn2
T1018 + TCO,17085698628.653143,10.232632741657795,Svatunek computational data,Calculated from ΔG‡ = 14.62 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(C=C)nn2
T0440 + TCO,17059767027.38991,10.231973096033741,Svatunek computational data,Calculated from ΔG‡ = 14.62 kJ/mol,c1ccccc1/C=C/c2nnc(F)nn2
T1387 + TCO,17033874783.48391,10.231313450409685,Svatunek computational data,Calculated from ΔG‡ = 14.62 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccccc1)nn2
T1407 + TCO,16917845133.219507,10.228345045088938,Svatunek computational data,Calculated from ΔG‡ = 14.64 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(C#Cc1ccccc1)nn2
T0768 + TCO,16909281852.053162,10.228125163226752,Svatunek computational data,Calculated from ΔG‡ = 14.64 kJ/mol,c1occc1c2nnc(C#C)nn2
T0479 + TCO,16905001836.787737,10.22801522228941,Svatunek computational data,Calculated from ΔG‡ = 14.64 kJ/mol,COc2nnc(c1ncncc1)nn2
T0642 + TCO,16896445056.0079,10.227795340414724,Svatunek computational data,Calculated from ΔG‡ = 14.64 kJ/mol,s1cccc1c2nnc(c1ccncc1)nn2
T0385 + TCO,16870800691.941715,10.227135694790668,Svatunek computational data,Calculated from ΔG‡ = 14.65 kJ/mol,C=Cc2nnc(Br)nn2
T0748 + TCO,16845195250.251726,10.22647604919161,Svatunek computational data,Calculated from ΔG‡ = 14.65 kJ/mol,c1occc1c2nnc(Br)nn2
T0240 + TCO,16845195249.28213,10.226476049166614,Svatunek computational data,Calculated from ΔG‡ = 14.65 kJ/mol,c1c(O)cccc1c2nnc(c1ccccc1)nn2
T0673 + TCO,16836668738.779568,10.226256167241933,Svatunek computational data,Calculated from ΔG‡ = 14.65 kJ/mol,c1sccc1c2nnc(Br)nn2
T1314 + TCO,16802605842.64415,10.22537663978069,Svatunek computational data,Calculated from ΔG‡ = 14.66 kJ/mol,CC(=O)Nc2nnc(c1cocc1)nn2
T0390 + TCO,16781351535.861727,10.224826935093978,Svatunek computational data,Calculated from ΔG‡ = 14.66 kJ/mol,C=Cc2nnc(c1ccncc1)nn2
T1321 + TCO,16747400552.588745,10.223947407595237,Svatunek computational data,Calculated from ΔG‡ = 14.67 kJ/mol,CC(=O)Nc2nnc(c1ccc(OC)cc1)nn2
T1213 + TCO,16738923544.627155,10.223727525720552,Svatunek computational data,Calculated from ΔG‡ = 14.67 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1cscc1)nn2
T0259 + TCO,16709287792.041914,10.222957939146655,Svatunek computational data,Calculated from ΔG‡ = 14.67 kJ/mol,c1cc(O)ccc1c2nnc(Cl)nn2
T1333 + TCO,16692376640.112906,10.222518175397285,Svatunek computational data,Calculated from ΔG‡ = 14.67 kJ/mol,c1(NC)ccccc1c2nnc(Br)nn2
T1431 + TCO,16629112113.062517,10.220869061324647,Svatunek computational data,Calculated from ΔG‡ = 14.68 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(=O)[O-])cc1)nn2
T0063 + TCO,16620694979.470798,10.220649179462463,Svatunek computational data,Calculated from ΔG‡ = 14.68 kJ/mol,c1ccncc1c2nnc(I)nn2
T1338 + TCO,16582870569.05557,10.219659711038878,Svatunek computational data,Calculated from ΔG‡ = 14.69 kJ/mol,c1(NC)ccccc1c2nnc(c1ccncc1)nn2
T1317 + TCO,16582870568.57832,10.21965971102638,Svatunek computational data,Calculated from ΔG‡ = 14.69 kJ/mol,CC(=O)Nc2nnc(c1ccc(NC(=O)C)cc1)nn2
T1026 + TCO,16574476840.525156,10.219439829151694,Svatunek computational data,Calculated from ΔG‡ = 14.69 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1sccc1)nn2
T1262 + TCO,16574476840.525156,10.219439829151694,Svatunek computational data,Calculated from ΔG‡ = 14.69 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1cscc1)nn2
T0888 + TCO,16549321139.136871,10.21878018351514,Svatunek computational data,Calculated from ΔG‡ = 14.7 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(C#C)nn2
T0742 + TCO,16545132236.280094,10.218670242590296,Svatunek computational data,Calculated from ΔG‡ = 14.7 kJ/mol,c1occc1c2nncnn2
T0862 + TCO,16403338636.015423,10.21493225070815,Svatunek computational data,Calculated from ΔG‡ = 14.72 kJ/mol,c1cc(NC(=O)C)ccc1c2nncnn2
T1047 + TCO,16353584504.899773,10.213612959447543,Svatunek computational data,Calculated from ΔG‡ = 14.72 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccncc1)nn2
T0845 + TCO,16345306834.718357,10.213393077585355,Svatunek computational data,Calculated from ΔG‡ = 14.73 kJ/mol,c1cc(N)ccc1c2nnc(C(F)F)nn2
T0069 + TCO,16308109136.147757,10.212403609149272,Svatunek computational data,Calculated from ΔG‡ = 14.73 kJ/mol,c1cnccc1c2nnc(CC)nn2
T1041 + TCO,16295728723.510698,10.212073786312247,Svatunek computational data,Calculated from ΔG‡ = 14.73 kJ/mol,c1cc(OC)ccc1c2nnc(Cl)nn2
T0254 + TCO,16225750378.685152,10.210204790389923,Svatunek computational data,Calculated from ΔG‡ = 14.74 kJ/mol,c1cc(O)ccc1c2nncnn2
T0993 + TCO,16225750378.685152,10.210204790389923,Svatunek computational data,Calculated from ΔG‡ = 14.74 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(CC)nn2
T0687 + TCO,16131551866.087105,10.207676148818546,Svatunek computational data,Calculated from ΔG‡ = 14.76 kJ/mol,c1sccc1c2nnc(c1c(O)cccc1)nn2
T0490 + TCO,16115225430.148966,10.207236385081675,Svatunek computational data,Calculated from ΔG‡ = 14.76 kJ/mol,COc2nnc(C(F)F)nn2
T0606 + TCO,16025724942.174631,10.20481768444764,Svatunek computational data,Calculated from ΔG‡ = 14.77 kJ/mol,CC(=C)c2nnc(c1cnccc1)nn2
T1080 + TCO,15997351886.840067,10.204048097898742,Svatunek computational data,Calculated from ΔG‡ = 14.78 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2
T0045 + TCO,15964987042.27603,10.203168570387502,Svatunek computational data,Calculated from ΔG‡ = 14.78 kJ/mol,c1ccccc1c2nnc(c1ccccc1)nn2
T0882 + TCO,15896428992.81471,10.20129957445268,Svatunek computational data,Calculated from ΔG‡ = 14.79 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1c(O)cccc1)nn2
T0724 + TCO,15856238334.977392,10.200200165066756,Svatunek computational data,Calculated from ΔG‡ = 14.8 kJ/mol,o1cccc1c2nnc(c1c(O)cccc1)nn2
T0616 + TCO,15844200964.06288,10.199870342254728,Svatunek computational data,Calculated from ΔG‡ = 14.8 kJ/mol,CC(=C)c2nnc(c1c(O)cccc1)nn2
T1013 + TCO,15836181127.354752,10.199650460380044,Svatunek computational data,Calculated from ΔG‡ = 14.8 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1ccc(O)cc1)nn2
T1169 + TCO,15804142353.418926,10.198770932868804,Svatunek computational data,Calculated from ΔG‡ = 14.81 kJ/mol,CC(=O)c2nnc(c1ccc(N)cc1)nn2
T0985 + TCO,15792144531.522284,10.198441110056777,Svatunek computational data,Calculated from ΔG‡ = 14.81 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1cocc1)nn2
T1371 + TCO,15760194851.041222,10.197561582583035,Svatunek computational data,Calculated from ΔG‡ = 14.82 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2
T0047 + TCO,15760194850.587622,10.197561582570534,Svatunek computational data,Calculated from ΔG‡ = 14.82 kJ/mol,c1cccnc1c2nnc(C)nn2
T0714 + TCO,15748230391.73593,10.197231759758507,Svatunek computational data,Calculated from ΔG‡ = 14.82 kJ/mol,o1cccc1c2nnc(c1cnccc1)nn2
T0218 + TCO,15728309807.347614,10.196682055059297,Svatunek computational data,Calculated from ΔG‡ = 14.82 kJ/mol,c1(O)ccccc1c2nnc(I)nn2
T1327 + TCO,15644918149.95533,10.194373295375103,Svatunek computational data,Calculated from ΔG‡ = 14.83 kJ/mol,c1(NC)ccccc1c2nncnn2
T1116 + TCO,15644918149.505075,10.194373295362604,Svatunek computational data,Calculated from ΔG‡ = 14.83 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(C(C)=C)nn2
T0435 + TCO,15644918149.505075,10.194373295362604,Svatunek computational data,Calculated from ΔG‡ = 14.83 kJ/mol,c1ccccc1C#Cc2nnc(C#Cc1ccccc1)nn2
T0268 + TCO,15636999184.39634,10.194153413512916,Svatunek computational data,Calculated from ΔG‡ = 14.84 kJ/mol,c1cc(O)ccc1c2nnc(c1cncnc1)nn2
T0014 + TCO,15593516465.002975,10.192944063177151,Svatunek computational data,Calculated from ΔG‡ = 14.84 kJ/mol,Fc2nnc(C(C)C)nn2
T1283 + TCO,15554091656.401194,10.191844653816224,Svatunek computational data,Calculated from ΔG‡ = 14.85 kJ/mol,CC(=O)Nc2nnc(I)nn2
T1298 + TCO,15550154661.449024,10.191734712866383,Svatunek computational data,Calculated from ΔG‡ = 14.85 kJ/mol,CC(=O)Nc2nnc(c1ccc(O)cc1)nn2
T0405 + TCO,15491219184.854809,10.190085598806245,Svatunek computational data,Calculated from ΔG‡ = 14.86 kJ/mol,C=Cc2nnc(C#C)nn2
T0637 + TCO,15487298105.29049,10.1899756578939,Svatunek computational data,Calculated from ΔG‡ = 14.86 kJ/mol,s1cccc1c2nnc(Br)nn2
T0018 + TCO,15452053012.190882,10.18898618943282,Svatunek computational data,Calculated from ΔG‡ = 14.87 kJ/mol,Clc2nnc(CC)nn2
T1215 + TCO,15424695624.555862,10.188216602858922,Svatunek computational data,Calculated from ΔG‡ = 14.87 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1cocc1)nn2
T1311 + TCO,15377909885.045603,10.186897311598313,Svatunek computational data,Calculated from ΔG‡ = 14.88 kJ/mol,CC(=O)Nc2nnc(c1sccc1)nn2
T1400 + TCO,15315749572.750124,10.185138256600833,Svatunek computational data,Calculated from ΔG‡ = 14.89 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1cc(O)ccc1)nn2
T0265 + TCO,15215274511.320658,10.182279792229927,Svatunek computational data,Calculated from ΔG‡ = 14.9 kJ/mol,c1cc(O)ccc1c2nnc(c1ccncc1)nn2
T1337 + TCO,15169123981.8586,10.180960500969318,Svatunek computational data,Calculated from ΔG‡ = 14.91 kJ/mol,c1(NC)ccccc1c2nnc(c1cnccc1)nn2
T0657 + TCO,15161445848.344536,10.180740619107132,Svatunek computational data,Calculated from ΔG‡ = 14.91 kJ/mol,s1cccc1c2nnc(C#C)nn2
T0834 + TCO,15134602971.811968,10.179971032533235,Svatunek computational data,Calculated from ΔG‡ = 14.92 kJ/mol,c1cc(N)ccc1c2nnc(c1ncncc1)nn2
T0354 + TCO,15077242446.988922,10.178321918485596,Svatunek computational data,Calculated from ΔG‡ = 14.93 kJ/mol,C#Cc2nnc(CC)nn2
T1376 + TCO,15042930535.162119,10.177332450037015,Svatunek computational data,Calculated from ΔG‡ = 14.93 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(C(=O)OC)cc1)nn2
T1062 + TCO,15008696708.821415,10.176342981600932,Svatunek computational data,Calculated from ΔG‡ = 14.94 kJ/mol,c1cc(OC)ccc1c2nnc(C#C)nn2
T0752 + TCO,14929120447.772434,10.174034221929238,Svatunek computational data,Calculated from ΔG‡ = 14.95 kJ/mol,c1occc1c2nnc(c1cnccc1)nn2
T0058 + TCO,14902688896.26159,10.173264635355341,Svatunek computational data,Calculated from ΔG‡ = 14.95 kJ/mol,c1ccncc1c2nnc(CC)nn2
T1036 + TCO,14853725820.057156,10.17183540315739,Svatunek computational data,Calculated from ΔG‡ = 14.96 kJ/mol,c1cc(OC)ccc1c2nncnn2
T0374 + TCO,14819922574.80201,10.170845934721306,Svatunek computational data,Calculated from ΔG‡ = 14.97 kJ/mol,C#Cc2nnc(c1ccc(O)cc1)nn2
T0868 + TCO,14812421194.779434,10.170626052821623,Svatunek computational data,Calculated from ΔG‡ = 14.97 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(Br)nn2
T0563 + TCO,14786196257.006247,10.169856466285223,Svatunek computational data,Calculated from ΔG‡ = 14.97 kJ/mol,COC(=C)c2nnc(C)nn2
T0712 + TCO,14782453629.787823,10.16974652536038,Svatunek computational data,Calculated from ΔG‡ = 14.97 kJ/mol,o1cccc1c2nnc(c1ccccc1)nn2
T1353 + TCO,14774971215.795338,10.169526643473196,Svatunek computational data,Calculated from ΔG‡ = 14.98 kJ/mol,c1(NC)ccccc1c2nnc(C#C)nn2
T0677 + TCO,14748812580.788826,10.168757056899299,Svatunek computational data,Calculated from ΔG‡ = 14.98 kJ/mol,c1sccc1c2nnc(c1cnccc1)nn2
T0854 + TCO,14715248090.981333,10.167767588463217,Svatunek computational data,Calculated from ΔG‡ = 14.99 kJ/mol,c1cc(N)ccc1c2nnc(C(OC)=C)nn2
T1264 + TCO,14696634169.240416,10.167217883789004,Svatunek computational data,Calculated from ΔG‡ = 14.99 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1cocc1)nn2
T0414 + TCO,14563307178.789064,10.163260010032173,Svatunek computational data,Calculated from ΔG‡ = 15.01 kJ/mol,c1ccccc1C#Cc2nnc(I)nn2
T1120 + TCO,14548567932.966354,10.162820246282802,Svatunek computational data,Calculated from ΔG‡ = 15.01 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1cocc1)nn2
T1377 + TCO,14508111878.514008,10.161610895959535,Svatunek computational data,Calculated from ΔG‡ = 15.02 kJ/mol,c1(NC)ccccc1c2nnc(NC(=O)C)nn2
T0478 + TCO,14497097947.362982,10.161281073160007,Svatunek computational data,Calculated from ΔG‡ = 15.02 kJ/mol,COc2nnc(c1ncccn1)nn2
T1261 + TCO,14489759971.042366,10.161061191260325,Svatunek computational data,Calculated from ΔG‡ = 15.02 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1sccc1)nn2
T1079 + TCO,14467768323.413116,10.160401545661268,Svatunek computational data,Calculated from ΔG‡ = 15.03 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2
T1248 + TCO,14453125770.646297,10.159961781911898,Svatunek computational data,Calculated from ΔG‡ = 15.03 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(O)cc1)nn2
T0470 + TCO,14453125770.23034,10.159961781899398,Svatunek computational data,Calculated from ΔG‡ = 15.03 kJ/mol,COc2nnc(F)nn2
T1416 + TCO,14445810052.078194,10.159741900024713,Svatunek computational data,Calculated from ΔG‡ = 15.03 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1occc1)nn2
T0695 + TCO,14431189722.44425,10.159302136262845,Svatunek computational data,Calculated from ΔG‡ = 15.03 kJ/mol,c1sccc1c2nnc(C#Cc1ccccc1)nn2
T1373 + TCO,14343777960.019493,10.156663553779122,Svatunek computational data,Calculated from ΔG‡ = 15.05 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(C(=O)N)cc1)nn2
T0836 + TCO,14322007873.893578,10.156003908155068,Svatunek computational data,Calculated from ΔG‡ = 15.05 kJ/mol,c1cc(N)ccc1c2nnc(c1ncncn1)nn2
T0012 + TCO,14318382739.494822,10.155893967205225,Svatunek computational data,Calculated from ΔG‡ = 15.05 kJ/mol,Fc2nnc(C)nn2
T0044 + TCO,14300270828.21519,10.155344262506015,Svatunek computational data,Calculated from ΔG‡ = 15.06 kJ/mol,c1ccccc1c2nnc(I)nn2
T1386 + TCO,14285797796.884241,10.154904498769143,Svatunek computational data,Calculated from ΔG‡ = 15.06 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(I)nn2
T0024 + TCO,14271339413.02151,10.154464735019772,Svatunek computational data,Calculated from ΔG‡ = 15.06 kJ/mol,Brc2nnc(CC)nn2
T1204 + TCO,14260505228.876923,10.154134912207745,Svatunek computational data,Calculated from ΔG‡ = 15.06 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(C=C)nn2
T1117 + TCO,14228052000.538538,10.153145443771662,Svatunek computational data,Calculated from ΔG‡ = 15.07 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1sccc1)nn2
T0501 + TCO,14202861669.288519,10.152375857197766,Svatunek computational data,Calculated from ΔG‡ = 15.07 kJ/mol,CSc2nnc(F)nn2
T1375 + TCO,14184895886.178724,10.151826152523553,Svatunek computational data,Calculated from ΔG‡ = 15.08 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(C(=O)O)cc1)nn2
T0949 + TCO,14177715937.566172,10.151606270648866,Svatunek computational data,Calculated from ΔG‡ = 15.08 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(CC)nn2
T0688 + TCO,14156197889.142841,10.150946624999815,Svatunek computational data,Calculated from ΔG‡ = 15.08 kJ/mol,c1sccc1c2nnc(c1cc(O)ccc1)nn2
T1046 + TCO,14127557952.918646,10.150067097501074,Svatunek computational data,Calculated from ΔG‡ = 15.09 kJ/mol,c1cc(OC)ccc1c2nnc(c1cnccc1)nn2
T0725 + TCO,14074014153.972834,10.148417983453434,Svatunek computational data,Calculated from ΔG‡ = 15.1 kJ/mol,o1cccc1c2nnc(c1cc(O)ccc1)nn2
T0762 + TCO,14045540486.75336,10.147538455954695,Svatunek computational data,Calculated from ΔG‡ = 15.1 kJ/mol,c1occc1c2nnc(c1c(O)cccc1)nn2
T0738 + TCO,14031325262.334442,10.147098692192825,Svatunek computational data,Calculated from ΔG‡ = 15.1 kJ/mol,o1cccc1c2nnc(C(C)=C)nn2
T0617 + TCO,14017124425.27725,10.146658928443456,Svatunek computational data,Calculated from ΔG‡ = 15.11 kJ/mol,CC(=C)c2nnc(c1cc(O)ccc1)nn2
T0732 + TCO,13992307535.25584,10.145889341882057,Svatunek computational data,Calculated from ΔG‡ = 15.11 kJ/mol,o1cccc1c2nnc(C#Cc1ccccc1)nn2
T0641 + TCO,13978146187.297083,10.145449578132688,Svatunek computational data,Calculated from ΔG‡ = 15.11 kJ/mol,s1cccc1c2nnc(c1cnccc1)nn2
T1271 + TCO,13971070888.886103,10.145229696258003,Svatunek computational data,Calculated from ΔG‡ = 15.11 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(OC)cc1)nn2
T0974 + TCO,13949866474.165642,10.144570050633947,Svatunek computational data,Calculated from ΔG‡ = 15.12 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(C=C)nn2
T1413 + TCO,13918120179.436956,10.143580582197865,Svatunek computational data,Calculated from ΔG‡ = 15.12 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(C(C)=C)nn2
T0450 + TCO,13875904141.281134,10.142261290949754,Svatunek computational data,Calculated from ΔG‡ = 15.13 kJ/mol,c1ccccc1/C=C/c2nnc(c1cncnc1)nn2
